Kode Provinsi,Nama Provinsi,Komoditas,Tahun,Bulan,Harga,Bulan_Angka,Harga_Bulan_Lalu,Harga_3Bulan_Lalu,Harga_Tahun_Lalu,Provinsi_ID,Komoditas_ID
91,Papua Barat,Beras Medium,2022,Juni,12796.0,6,13233.0,13413.0,12599.0,62,2
94,Papua,Beras Medium,2022,Juni,12918.0,6,13354.0,13500.0,12281.0,61,2
11,Aceh,Kedelai Biji Kering,2022,Juni,13214.0,6,13059.0,13109.0,11116.0,38,18
12,Sumatera Utara,Kedelai Biji Kering,2022,Juni,13437.0,6,13404.0,12862.0,10606.0,76,18
13,Sumatera Barat,Kedelai Biji Kering,2022,Juni,13223.0,6,13121.0,12894.0,11747.0,74,18
14,Riau,Kedelai Biji Kering,2022,Juni,13670.0,6,13744.0,12596.0,11162.0,68,18
15,Jambi,Kedelai Biji Kering,2022,Juni,13545.0,6,13090.0,12406.0,11468.0,45,18
16,Sumatera Selatan,Kedelai Biji Kering,2022,Juni,13315.0,6,13166.0,12293.0,10934.0,75,18
17,Bengkulu,Kedelai Biji Kering,2022,Juni,13078.0,6,12676.0,12525.0,12080.0,41,18
18,Lampung,Kedelai Biji Kering,2022,Juni,13386.0,6,13308.0,12881.0,11103.0,56,18
19,Kepulauan Bangka Belitung,Kedelai Biji Kering,2022,Juni,13896.0,6,14054.0,12477.0,11030.0,54,18
21,Kepulauan Riau,Kedelai Biji Kering,2022,Juni,14001.0,6,13988.0,13555.0,11792.0,55,18
31,DKI Jakarta,Kedelai Biji Kering,2022,Juni,13131.0,6,12962.0,12989.0,12246.0,43,18
32,Jawa Barat,Kedelai Biji Kering,2022,Juni,13726.0,6,13628.0,12980.0,12427.0,46,18
33,Jawa Tengah,Kedelai Biji Kering,2022,Juni,13141.0,6,12816.0,12649.0,11290.0,47,18
34,DI Yogyakarta,Kedelai Biji Kering,2022,Juni,12780.0,6,12776.0,12080.0,10964.0,42,18
35,Jawa Timur,Kedelai Biji Kering,2022,Juni,13127.0,6,12970.0,12564.0,11288.0,48,18
36,Banten,Kedelai Biji Kering,2022,Juni,13802.0,6,13865.0,13257.0,12527.0,40,18
51,Bali,Kedelai Biji Kering,2022,Juni,13581.0,6,13524.0,12825.0,12119.0,39,18
52,Nusa Tenggara Barat,Kedelai Biji Kering,2022,Juni,14793.0,6,14630.0,14180.0,12605.0,59,18
53,Nusa Tenggara Timur,Kedelai Biji Kering,2022,Juni,14859.0,6,15089.0,14979.0,13327.0,60,18
61,Kalimantan Barat,Kedelai Biji Kering,2022,Juni,14396.0,6,14463.0,13723.0,11838.0,49,18
62,Kalimantan Tengah,Kedelai Biji Kering,2022,Juni,14394.0,6,14467.0,14175.0,12841.0,51,18
63,Kalimantan Selatan,Kedelai Biji Kering,2022,Juni,13965.0,6,13705.0,13079.0,11536.0,50,18
64,Kalimantan Timur,Kedelai Biji Kering,2022,Juni,14258.0,6,14057.0,13269.0,12683.0,52,18
65,Kalimantan Utara,Kedelai Biji Kering,2022,Juni,15008.0,6,15107.0,14767.0,13434.0,53,18
71,Sulawesi Utara,Kedelai Biji Kering,2022,Juni,13924.0,6,13831.0,12879.0,12465.0,73,18
72,Sulawesi Tengah,Kedelai Biji Kering,2022,Juni,14264.0,6,14600.0,13974.0,12948.0,71,18
73,Sulawesi Selatan,Kedelai Biji Kering,2022,Juni,14138.0,6,14592.0,13397.0,11098.0,70,18
74,Sulawesi Tenggara,Kedelai Biji Kering,2022,Juni,12763.0,6,11885.0,11805.0,11581.0,72,18
76,Sulawesi Barat,Kedelai Biji Kering,2022,Juni,13797.0,6,13593.0,13000.0,12903.0,69,18
81,Maluku,Kedelai Biji Kering,2022,Juni,15383.0,6,15255.0,14460.0,12429.0,57,18
82,Maluku Utara,Kedelai Biji Kering,2022,Juni,14705.0,6,15027.0,10083.0,10000.0,58,18
91,Papua Barat,Kedelai Biji Kering,2022,Juni,14810.0,6,15179.0,14819.0,14513.0,62,18
94,Papua,Kedelai Biji Kering,2022,Juni,14949.0,6,15982.0,14483.0,14488.0,61,18
11,Aceh,Bawang Merah,2022,Juni,52190.0,6,37046.0,36265.0,31066.0,38,0
12,Sumatera Utara,Bawang Merah,2022,Juni,52203.0,6,38360.0,34496.0,29091.0,76,0
13,Sumatera Barat,Bawang Merah,2022,Juni,50878.0,6,42661.0,29976.0,24816.0,74,0
14,Riau,Bawang Merah,2022,Juni,51132.0,6,42168.0,34550.0,28120.0,68,0
15,Jambi,Bawang Merah,2022,Juni,47282.0,6,37264.0,30532.0,26119.0,45,0
16,Sumatera Selatan,Bawang Merah,2022,Juni,51120.0,6,40700.0,33322.0,30463.0,75,0
17,Bengkulu,Bawang Merah,2022,Juni,51308.0,6,40879.0,37642.0,32073.0,41,0
18,Lampung,Bawang Merah,2022,Juni,50611.0,6,39569.0,31438.0,28063.0,56,0
19,Kepulauan Bangka Belitung,Bawang Merah,2022,Juni,56792.0,6,47446.0,39971.0,35770.0,54,0
21,Kepulauan Riau,Bawang Merah,2022,Juni,36982.0,6,32914.0,34386.0,31428.0,55,0
31,DKI Jakarta,Bawang Merah,2022,Juni,56104.0,6,46929.0,39960.0,37806.0,43,0
32,Jawa Barat,Bawang Merah,2022,Juni,49207.0,6,37500.0,32317.0,28934.0,46,0
33,Jawa Tengah,Bawang Merah,2022,Juni,49259.0,6,38163.0,32121.0,27636.0,47,0
34,DI Yogyakarta,Bawang Merah,2022,Juni,39133.0,6,34048.0,30120.0,26241.0,42,0
35,Jawa Timur,Bawang Merah,2022,Juni,45264.0,6,33814.0,30548.0,25184.0,48,0
36,Banten,Bawang Merah,2022,Juni,52541.0,6,42267.0,32782.0,30733.0,40,0
51,Bali,Bawang Merah,2022,Juni,41509.0,6,28834.0,31735.0,22643.0,39,0
52,Nusa Tenggara Barat,Bawang Merah,2022,Juni,39458.0,6,31038.0,30245.0,23769.0,59,0
53,Nusa Tenggara Timur,Bawang Merah,2022,Juni,37540.0,6,32689.0,27865.0,30385.0,60,0
61,Kalimantan Barat,Bawang Merah,2022,Juni,49771.0,6,32830.0,36140.0,33607.0,49,0
62,Kalimantan Tengah,Bawang Merah,2022,Juni,50602.0,6,40233.0,40218.0,32504.0,51,0
63,Kalimantan Selatan,Bawang Merah,2022,Juni,49367.0,6,38922.0,35797.0,27999.0,50,0
64,Kalimantan Timur,Bawang Merah,2022,Juni,48216.0,6,38437.0,37850.0,30376.0,52,0
65,Kalimantan Utara,Bawang Merah,2022,Juni,50010.0,6,40781.0,40753.0,34035.0,53,0
71,Sulawesi Utara,Bawang Merah,2022,Juni,51353.0,6,41308.0,41139.0,33103.0,73,0
72,Sulawesi Tengah,Bawang Merah,2022,Juni,48617.0,6,36505.0,37572.0,30567.0,71,0
73,Sulawesi Selatan,Bawang Merah,2022,Juni,43268.0,6,30791.0,31513.0,24969.0,70,0
74,Sulawesi Tenggara,Bawang Merah,2022,Juni,46777.0,6,36771.0,37048.0,32091.0,72,0
75,Gorontalo,Bawang Merah,2022,Juni,52970.0,6,41354.0,39120.0,32026.0,44,0
76,Sulawesi Barat,Bawang Merah,2022,Juni,45744.0,6,33968.0,34164.0,24594.0,69,0
81,Maluku,Bawang Merah,2022,Juni,51159.0,6,42670.0,41774.0,39953.0,57,0
82,Maluku Utara,Bawang Merah,2022,Juni,52417.0,6,48381.0,48895.0,43938.0,58,0
91,Papua Barat,Bawang Merah,2022,Juni,56242.0,6,53011.0,48472.0,42592.0,62,0
94,Papua,Bawang Merah,2022,Juni,58724.0,6,53006.0,51754.0,46234.0,61,0
11,Aceh,Bawang Putih (Bonggol),2022,Juni,28097.0,6,29003.0,30725.0,28952.0,38,1
12,Sumatera Utara,Bawang Putih (Bonggol),2022,Juni,27547.0,6,29790.0,30685.0,28637.0,76,1
13,Sumatera Barat,Bawang Putih (Bonggol),2022,Juni,25938.0,6,28238.0,27776.0,26361.0,74,1
14,Riau,Bawang Putih (Bonggol),2022,Juni,25797.0,6,28508.0,28882.0,26642.0,68,1
15,Jambi,Bawang Putih (Bonggol),2022,Juni,24203.0,6,27360.0,26883.0,25688.0,45,1
16,Sumatera Selatan,Bawang Putih (Bonggol),2022,Juni,26109.0,6,30183.0,28054.0,26465.0,75,1
17,Bengkulu,Bawang Putih (Bonggol),2022,Juni,26491.0,6,29506.0,31020.0,27387.0,41,1
18,Lampung,Bawang Putih (Bonggol),2022,Juni,24086.0,6,28732.0,26950.0,25088.0,56,1
19,Kepulauan Bangka Belitung,Bawang Putih (Bonggol),2022,Juni,28300.0,6,30873.0,30103.0,26811.0,54,1
21,Kepulauan Riau,Bawang Putih (Bonggol),2022,Juni,28830.0,6,30065.0,30139.0,27655.0,55,1
31,DKI Jakarta,Bawang Putih (Bonggol),2022,Juni,32289.0,6,33097.0,32659.0,30648.0,43,1
32,Jawa Barat,Bawang Putih (Bonggol),2022,Juni,28282.0,6,30032.0,28466.0,27384.0,46,1
33,Jawa Tengah,Bawang Putih (Bonggol),2022,Juni,25544.0,6,27397.0,26211.0,23841.0,47,1
34,DI Yogyakarta,Bawang Putih (Bonggol),2022,Juni,24467.0,6,26289.0,26321.0,24479.0,42,1
35,Jawa Timur,Bawang Putih (Bonggol),2022,Juni,21537.0,6,23627.0,25252.0,23489.0,48,1
36,Banten,Bawang Putih (Bonggol),2022,Juni,27138.0,6,29203.0,28403.0,26700.0,40,1
51,Bali,Bawang Putih (Bonggol),2022,Juni,22514.0,6,21913.0,25123.0,22316.0,39,1
52,Nusa Tenggara Barat,Bawang Putih (Bonggol),2022,Juni,25333.0,6,27711.0,28133.0,26968.0,59,1
53,Nusa Tenggara Timur,Bawang Putih (Bonggol),2022,Juni,31106.0,6,34084.0,32975.0,31842.0,60,1
61,Kalimantan Barat,Bawang Putih (Bonggol),2022,Juni,26806.0,6,28843.0,29010.0,27265.0,49,1
62,Kalimantan Tengah,Bawang Putih (Bonggol),2022,Juni,32412.0,6,33399.0,32977.0,30057.0,51,1
63,Kalimantan Selatan,Bawang Putih (Bonggol),2022,Juni,25811.0,6,28195.0,28274.0,25961.0,50,1
64,Kalimantan Timur,Bawang Putih (Bonggol),2022,Juni,28442.0,6,30954.0,31978.0,28654.0,52,1
65,Kalimantan Utara,Bawang Putih (Bonggol),2022,Juni,34877.0,6,36266.0,35297.0,32811.0,53,1
71,Sulawesi Utara,Bawang Putih (Bonggol),2022,Juni,33665.0,6,37983.0,35501.0,33317.0,73,1
72,Sulawesi Tengah,Bawang Putih (Bonggol),2022,Juni,33170.0,6,34573.0,33948.0,32670.0,71,1
73,Sulawesi Selatan,Bawang Putih (Bonggol),2022,Juni,27214.0,6,27770.0,28141.0,27125.0,70,1
74,Sulawesi Tenggara,Bawang Putih (Bonggol),2022,Juni,33518.0,6,34920.0,34380.0,33561.0,72,1
75,Gorontalo,Bawang Putih (Bonggol),2022,Juni,32510.0,6,34668.0,33390.0,32623.0,44,1
76,Sulawesi Barat,Bawang Putih (Bonggol),2022,Juni,28076.0,6,29190.0,28614.0,27396.0,69,1
81,Maluku,Bawang Putih (Bonggol),2022,Juni,37148.0,6,39278.0,37446.0,34419.0,57,1
82,Maluku Utara,Bawang Putih (Bonggol),2022,Juni,40781.0,6,44358.0,44056.0,39369.0,58,1
91,Papua Barat,Bawang Putih (Bonggol),2022,Juni,42657.0,6,44967.0,44368.0,38757.0,62,1
94,Papua,Bawang Putih (Bonggol),2022,Juni,39117.0,6,43203.0,42228.0,37923.0,61,1
11,Aceh,Cabai Merah Keriting,2022,Juni,70083.0,6,34702.0,521800.0,24730.0,38,6
12,Sumatera Utara,Cabai Merah Keriting,2022,Juni,66619.0,6,30801.0,49199.0,22424.0,76,6
13,Sumatera Barat,Cabai Merah Keriting,2022,Juni,75916.0,6,33418.0,47271.0,23890.0,74,6
14,Riau,Cabai Merah Keriting,2022,Juni,78894.0,6,39054.0,54135.0,29212.0,68,6
15,Jambi,Cabai Merah Keriting,2022,Juni,69738.0,6,32419.0,42514.0,19201.0,45,6
16,Sumatera Selatan,Cabai Merah Keriting,2022,Juni,77453.0,6,48680.0,47247.0,27704.0,75,6
17,Bengkulu,Cabai Merah Keriting,2022,Juni,70695.0,6,39992.0,42927.0,20865.0,41,6
18,Lampung,Cabai Merah Keriting,2022,Juni,72400.0,6,44504.0,37319.0,22115.0,56,6
19,Kepulauan Bangka Belitung,Cabai Merah Keriting,2022,Juni,80600.0,6,48371.0,56069.0,30149.0,54,6
21,Kepulauan Riau,Cabai Merah Keriting,2022,Juni,80239.0,6,52784.0,62670.0,36439.0,55,6
31,DKI Jakarta,Cabai Merah Keriting,2022,Juni,76430.0,6,47182.0,51769.0,30419.0,43,6
32,Jawa Barat,Cabai Merah Keriting,2022,Juni,67498.0,6,41516.0,44536.0,27275.0,46,6
33,Jawa Tengah,Cabai Merah Keriting,2022,Juni,65251.0,6,35761.0,39375.0,19962.0,47,6
34,DI Yogyakarta,Cabai Merah Keriting,2022,Juni,45933.0,6,34322.0,38948.0,17929.0,42,6
35,Jawa Timur,Cabai Merah Keriting,2022,Juni,66920.0,6,37264.0,39485.0,23608.0,48,6
36,Banten,Cabai Merah Keriting,2022,Juni,72959.0,6,42727.0,44376.0,25242.0,40,6
51,Bali,Cabai Merah Keriting,2022,Juni,61022.0,6,33203.0,40500.0,25995.0,39,6
52,Nusa Tenggara Barat,Cabai Merah Keriting,2022,Juni,58888.0,6,38945.0,36413.0,31859.0,59,6
53,Nusa Tenggara Timur,Cabai Merah Keriting,2022,Juni,61387.0,6,61749.0,48231.0,53877.0,60,6
61,Kalimantan Barat,Cabai Merah Keriting,2022,Juni,58259.0,6,49669.0,48012.0,33583.0,49,6
62,Kalimantan Tengah,Cabai Merah Keriting,2022,Juni,77505.0,6,62099.0,64351.0,47558.0,51,6
63,Kalimantan Selatan,Cabai Merah Keriting,2022,Juni,71048.0,6,55835.0,52437.0,36649.0,50,6
64,Kalimantan Timur,Cabai Merah Keriting,2022,Juni,65288.0,6,51205.0,56480.0,34549.0,52,6
65,Kalimantan Utara,Cabai Merah Keriting,2022,Juni,77189.0,6,71439.0,71035.0,45692.0,53,6
71,Sulawesi Utara,Cabai Merah Keriting,2022,Juni,53498.0,6,40049.0,52597.0,31003.0,73,6
72,Sulawesi Tengah,Cabai Merah Keriting,2022,Juni,47214.0,6,37277.0,43150.0,26919.0,71,6
73,Sulawesi Selatan,Cabai Merah Keriting,2022,Juni,44153.0,6,33201.0,39058.0,25644.0,70,6
74,Sulawesi Tenggara,Cabai Merah Keriting,2022,Juni,53997.0,6,51355.0,50615.0,38471.0,72,6
75,Gorontalo,Cabai Merah Keriting,2022,Juni,53639.0,6,37794.0,46203.0,26788.0,44,6
76,Sulawesi Barat,Cabai Merah Keriting,2022,Juni,46641.0,6,35981.0,42285.0,25480.0,69,6
81,Maluku,Cabai Merah Keriting,2022,Juni,63100.0,6,62463.0,63472.0,42228.0,57,6
82,Maluku Utara,Cabai Merah Keriting,2022,Juni,62890.0,6,60603.0,75216.0,39220.0,58,6
91,Papua Barat,Cabai Merah Keriting,2022,Juni,65002.0,6,59608.0,61221.0,52660.0,62,6
94,Papua,Cabai Merah Keriting,2022,Juni,68833.0,6,65443.0,69993.0,54010.0,61,6
12,Sumatera Utara,Cabai Rawit Merah,2022,Juni,85704.0,6,52983.0,72959.0,38282.0,76,7
14,Riau,Cabai Rawit Merah,2022,Juni,82877.0,6,52254.0,59367.0,44938.0,68,7
15,Jambi,Cabai Rawit Merah,2022,Juni,83261.0,6,47686.0,51697.0,44938.0,45,7
16,Sumatera Selatan,Cabai Rawit Merah,2022,Juni,82906.0,6,50373.0,53677.0,42362.0,75,7
17,Bengkulu,Cabai Rawit Merah,2022,Juni,73561.0,6,43486.0,47240.0,31154.0,41,7
18,Lampung,Cabai Rawit Merah,2022,Juni,77719.0,6,46757.0,46748.0,37584.0,56,7
19,Kepulauan Bangka Belitung,Cabai Rawit Merah,2022,Juni,116800.0,6,62027.0,85460.0,50563.0,54,7
21,Kepulauan Riau,Cabai Rawit Merah,2022,Juni,94535.0,6,67022.0,77067.0,57667.0,55,7
31,DKI Jakarta,Cabai Rawit Merah,2022,Juni,96330.0,6,52312.0,69272.0,49450.0,43,7
32,Jawa Barat,Cabai Rawit Merah,2022,Juni,86046.0,6,45150.0,59328.0,41999.0,46,7
33,Jawa Tengah,Cabai Rawit Merah,2022,Juni,80989.0,6,37270.0,47925.0,36176.0,47,7
34,DI Yogyakarta,Cabai Rawit Merah,2022,Juni,54400.0,6,35852.0,48642.0,34597.0,42,7
35,Jawa Timur,Cabai Rawit Merah,2022,Juni,84848.0,6,34278.0,49486.0,35787.0,48,7
36,Banten,Cabai Rawit Merah,2022,Juni,89793.0,6,45366.0,59546.0,42918.0,40,7
51,Bali,Cabai Rawit Merah,2022,Juni,75440.0,6,31070.0,54113.0,34061.0,39,7
52,Nusa Tenggara Barat,Cabai Rawit Merah,2022,Juni,76091.0,6,42668.0,62378.0,41710.0,59,7
53,Nusa Tenggara Timur,Cabai Rawit Merah,2022,Juni,56739.0,6,52712.0,45851.0,65707.0,60,7
61,Kalimantan Barat,Cabai Rawit Merah,2022,Juni,84590.0,6,67477.0,79715.0,39564.0,49,7
62,Kalimantan Tengah,Cabai Rawit Merah,2022,Juni,97943.0,6,71715.0,84332.0,60682.0,51,7
63,Kalimantan Selatan,Cabai Rawit Merah,2022,Juni,90516.0,6,66545.0,80972.0,60358.0,50,7
64,Kalimantan Timur,Cabai Rawit Merah,2022,Juni,89082.0,6,59633.0,75007.0,57852.0,52,7
65,Kalimantan Utara,Cabai Rawit Merah,2022,Juni,102157.0,6,76835.0,107527.0,74115.0,53,7
71,Sulawesi Utara,Cabai Rawit Merah,2022,Juni,76043.0,6,39442.0,66648.0,69206.0,73,7
72,Sulawesi Tengah,Cabai Rawit Merah,2022,Juni,68850.0,6,39136.0,60956.0,60893.0,71,7
73,Sulawesi Selatan,Cabai Rawit Merah,2022,Juni,55566.0,6,26326.0,48755.0,43553.0,70,7
74,Sulawesi Tenggara,Cabai Rawit Merah,2022,Juni,59827.0,6,47067.0,53244.0,45740.0,72,7
75,Gorontalo,Cabai Rawit Merah,2022,Juni,77135.0,6,37030.0,61877.0,68026.0,44,7
76,Sulawesi Barat,Cabai Rawit Merah,2022,Juni,56783.0,6,31348.0,53599.0,44746.0,69,7
81,Maluku,Cabai Rawit Merah,2022,Juni,73509.0,6,68780.0,89973.0,61674.0,57,7
82,Maluku Utara,Cabai Rawit Merah,2022,Juni,81945.0,6,72957.0,86512.0,75488.0,58,7
91,Papua Barat,Cabai Rawit Merah,2022,Juni,74981.0,6,65928.0,71552.0,79757.0,62,7
94,Papua,Cabai Rawit Merah,2022,Juni,93526.0,6,81860.0,93692.0,81421.0,61,7
11,Aceh,Daging Sapi Murni,2022,Juni,147448.0,6,152944.0,149742.0,148790.0,38,11
12,Sumatera Utara,Daging Sapi Murni,2022,Juni,134431.0,6,137214.0,132857.0,127632.0,76,11
13,Sumatera Barat,Daging Sapi Murni,2022,Juni,141420.0,6,143052.0,132071.0,128271.0,74,11
14,Riau,Daging Sapi Murni,2022,Juni,145352.0,6,151212.0,139725.0,134105.0,68,11
15,Jambi,Daging Sapi Murni,2022,Juni,138359.0,6,141528.0,131831.0,126891.0,45,11
16,Sumatera Selatan,Daging Sapi Murni,2022,Juni,133477.0,6,138032.0,131693.0,125803.0,75,11
17,Bengkulu,Daging Sapi Murni,2022,Juni,134443.0,6,136361.0,128465.0,125956.0,41,11
18,Lampung,Daging Sapi Murni,2022,Juni,136389.0,6,139556.0,131886.0,125077.0,56,11
19,Kepulauan Bangka Belitung,Daging Sapi Murni,2022,Juni,146917.0,6,148040.0,135648.0,131843.0,54,11
21,Kepulauan Riau,Daging Sapi Murni,2022,Juni,147952.0,6,150328.0,141422.0,133912.0,55,11
31,DKI Jakarta,Daging Sapi Murni,2022,Juni,143121.0,6,146786.0,134273.0,129717.0,43,11
32,Jawa Barat,Daging Sapi Murni,2022,Juni,136418.0,6,140380.0,128473.0,123853.0,46,11
33,Jawa Tengah,Daging Sapi Murni,2022,Juni,130308.0,6,132775.0,121223.0,118846.0,47,11
34,DI Yogyakarta,Daging Sapi Murni,2022,Juni,134333.0,6,136444.0,125480.0,125361.0,42,11
35,Jawa Timur,Daging Sapi Murni,2022,Juni,119857.0,6,119656.0,113578.0,110520.0,48,11
36,Banten,Daging Sapi Murni,2022,Juni,138755.0,6,142456.0,130698.0,128492.0,40,11
51,Bali,Daging Sapi Murni,2022,Juni,116141.0,6,114748.0,110417.0,105018.0,39,11
52,Nusa Tenggara Barat,Daging Sapi Murni,2022,Juni,123561.0,6,124979.0,122413.0,124649.0,59,11
53,Nusa Tenggara Timur,Daging Sapi Murni,2022,Juni,114948.0,6,112754.0,111202.0,109114.0,60,11
61,Kalimantan Barat,Daging Sapi Murni,2022,Juni,146080.0,6,149402.0,144080.0,134764.0,49,11
62,Kalimantan Tengah,Daging Sapi Murni,2022,Juni,150204.0,6,148698.0,139084.0,139194.0,51,11
63,Kalimantan Selatan,Daging Sapi Murni,2022,Juni,140158.0,6,141467.0,131903.0,129385.0,50,11
64,Kalimantan Timur,Daging Sapi Murni,2022,Juni,146464.0,6,150654.0,140392.0,134143.0,52,11
65,Kalimantan Utara,Daging Sapi Murni,2022,Juni,145953.0,6,149802.0,143292.0,140212.0,53,11
71,Sulawesi Utara,Daging Sapi Murni,2022,Juni,134035.0,6,132657.0,127244.0,122492.0,73,11
72,Sulawesi Tengah,Daging Sapi Murni,2022,Juni,135572.0,6,136219.0,128425.0,126825.0,71,11
73,Sulawesi Selatan,Daging Sapi Murni,2022,Juni,126912.0,6,125844.0,119666.0,115786.0,70,11
74,Sulawesi Tenggara,Daging Sapi Murni,2022,Juni,130931.0,6,131249.0,125654.0,122696.0,72,11
75,Gorontalo,Daging Sapi Murni,2022,Juni,137688.0,6,138669.0,128995.0,124429.0,44,11
76,Sulawesi Barat,Daging Sapi Murni,2022,Juni,131218.0,6,129008.0,128000.0,121485.0,69,11
81,Maluku,Daging Sapi Murni,2022,Juni,122406.0,6,119672.0,112895.0,106889.0,57,11
82,Maluku Utara,Daging Sapi Murni,2022,Juni,129844.0,6,125782.0,123694.0,121476.0,58,11
91,Papua Barat,Daging Sapi Murni,2022,Juni,133737.0,6,133233.0,131144.0,127083.0,62,11
94,Papua,Daging Sapi Murni,2022,Juni,139886.0,6,142596.0,139831.0,134926.0,61,11
11,Aceh,Daging Ayam Ras,2022,Juni,33101.0,6,31928.0,30018.0,30840.0,38,8
12,Sumatera Utara,Daging Ayam Ras,2022,Juni,35132.0,6,37094.0,33172.0,35370.0,76,8
13,Sumatera Barat,Daging Ayam Ras,2022,Juni,33266.0,6,34880.0,31112.0,31058.0,74,8
14,Riau,Daging Ayam Ras,2022,Juni,32512.0,6,36987.0,33280.0,34665.0,68,8
15,Jambi,Daging Ayam Ras,2022,Juni,34198.0,6,39381.0,35696.0,36688.0,45,8
16,Sumatera Selatan,Daging Ayam Ras,2022,Juni,34557.0,6,37174.0,33544.0,34589.0,75,8
17,Bengkulu,Daging Ayam Ras,2022,Juni,36302.0,6,42136.0,37631.0,39775.0,41,8
18,Lampung,Daging Ayam Ras,2022,Juni,35618.0,6,35874.0,32405.0,33583.0,56,8
19,Kepulauan Bangka Belitung,Daging Ayam Ras,2022,Juni,41041.0,6,41358.0,39698.0,37983.0,54,8
21,Kepulauan Riau,Daging Ayam Ras,2022,Juni,41105.0,6,42541.0,40157.0,40100.0,55,8
31,DKI Jakarta,Daging Ayam Ras,2022,Juni,39387.0,6,38071.0,36283.0,36069.0,43,8
32,Jawa Barat,Daging Ayam Ras,2022,Juni,37578.0,6,39020.0,35426.0,35095.0,46,8
33,Jawa Tengah,Daging Ayam Ras,2022,Juni,36309.0,6,38045.0,34078.0,33687.0,47,8
34,DI Yogyakarta,Daging Ayam Ras,2022,Juni,33000.0,6,36822.0,33798.0,32672.0,42,8
35,Jawa Timur,Daging Ayam Ras,2022,Juni,35478.0,6,35810.0,33496.0,32085.0,48,8
36,Banten,Daging Ayam Ras,2022,Juni,37904.0,6,38153.0,36954.0,38658.0,40,8
51,Bali,Daging Ayam Ras,2022,Juni,38846.0,6,40386.0,36093.0,36972.0,39,8
52,Nusa Tenggara Barat,Daging Ayam Ras,2022,Juni,42776.0,6,45089.0,41938.0,42761.0,59,8
53,Nusa Tenggara Timur,Daging Ayam Ras,2022,Juni,43184.0,6,45045.0,43068.0,43223.0,60,8
61,Kalimantan Barat,Daging Ayam Ras,2022,Juni,43390.0,6,42986.0,43957.0,44711.0,49,8
62,Kalimantan Tengah,Daging Ayam Ras,2022,Juni,44786.0,6,45008.0,41710.0,44556.0,51,8
63,Kalimantan Selatan,Daging Ayam Ras,2022,Juni,36880.0,6,36586.0,33204.0,36429.0,50,8
64,Kalimantan Timur,Daging Ayam Ras,2022,Juni,44312.0,6,43214.0,40709.0,37875.0,52,8
65,Kalimantan Utara,Daging Ayam Ras,2022,Juni,45572.0,6,47201.0,45703.0,45349.0,53,8
71,Sulawesi Utara,Daging Ayam Ras,2022,Juni,40241.0,6,41235.0,38384.0,36117.0,73,8
72,Sulawesi Tengah,Daging Ayam Ras,2022,Juni,37903.0,6,40547.0,38716.0,36119.0,71,8
73,Sulawesi Selatan,Daging Ayam Ras,2022,Juni,32445.0,6,33259.0,27678.0,28948.0,70,8
74,Sulawesi Tenggara,Daging Ayam Ras,2022,Juni,36548.0,6,37797.0,35594.0,32285.0,72,8
75,Gorontalo,Daging Ayam Ras,2022,Juni,36796.0,6,37621.0,33513.0,31541.0,44,8
76,Sulawesi Barat,Daging Ayam Ras,2022,Juni,34568.0,6,33962.0,30224.0,31391.0,69,8
81,Maluku,Daging Ayam Ras,2022,Juni,44606.0,6,46837.0,48379.0,42729.0,57,8
82,Maluku Utara,Daging Ayam Ras,2022,Juni,43909.0,6,46584.0,46929.0,44154.0,58,8
91,Papua Barat,Daging Ayam Ras,2022,Juni,46865.0,6,50347.0,49944.0,42793.0,62,8
94,Papua,Daging Ayam Ras,2022,Juni,42265.0,6,44121.0,43112.0,37600.0,61,8
11,Aceh,Telur Ayam Ras,2022,Juni,26121.0,6,23477.0,21216.0,22537.0,38,22
12,Sumatera Utara,Telur Ayam Ras,2022,Juni,27177.0,6,25619.0,24682.0,25322.0,76,22
13,Sumatera Barat,Telur Ayam Ras,2022,Juni,26906.0,6,24682.0,22388.0,23844.0,74,22
14,Riau,Telur Ayam Ras,2022,Juni,25993.0,6,25084.0,23089.0,23792.0,68,22
15,Jambi,Telur Ayam Ras,2022,Juni,26791.0,6,25133.0,23543.0,24643.0,45,22
16,Sumatera Selatan,Telur Ayam Ras,2022,Juni,27244.0,6,25630.0,22818.0,23442.0,75,22
17,Bengkulu,Telur Ayam Ras,2022,Juni,25398.0,6,24462.0,21227.0,22714.0,41,22
18,Lampung,Telur Ayam Ras,2022,Juni,28131.0,6,27019.0,23470.0,24557.0,56,22
19,Kepulauan Bangka Belitung,Telur Ayam Ras,2022,Juni,28553.0,6,27205.0,26071.0,26118.0,54,22
21,Kepulauan Riau,Telur Ayam Ras,2022,Juni,29838.0,6,27679.0,25300.0,26139.0,55,22
31,DKI Jakarta,Telur Ayam Ras,2022,Juni,29452.0,6,28130.0,25026.0,26016.0,43,22
32,Jawa Barat,Telur Ayam Ras,2022,Juni,28539.0,6,27004.0,24066.0,24535.0,46,22
33,Jawa Tengah,Telur Ayam Ras,2022,Juni,27692.0,6,26639.0,23564.0,23184.0,47,22
34,DI Yogyakarta,Telur Ayam Ras,2022,Juni,27267.0,6,26463.0,23633.0,22780.0,42,22
35,Jawa Timur,Telur Ayam Ras,2022,Juni,27436.0,6,25741.0,22979.0,22846.0,48,22
